4165,533,1348022857
4165,1016,1348026203
2445,550,1347990443
2445,4177,1347990219
2445,201,1347989927
2445,4334,1347991144
2445,256,1348003864
2445,2761,1347991636
2445,4672,1347988738
2445,1872,1347989850
2445,399,1347989770
2445,2094,1347991088
2445,3778,1347991092
2445,3149,1348003326
2775,4242,1347953871
3236,4115,1348031071
3236,1790,1348032473
3236,101,1348034088
1268,884,1347951050
1268,3559,1347950994
2916,2115,1347936356
1724,931,1347999369
3284,2540,1347935989
4516,2607,1347998238
4516,2225,1348020033
4516,2027,1348017000
4516,1906,1347940163
4516,2686,1348023977
4516,3133,1348008222
4516,2685,1348021778
4516,611,1348021249
4516,1597,1348003621
4516,3621,1348006116
4516,1966,1347943084
4516,2088,1348003079
4516,3710,1348019868
4516,1487,1348020553
4516,2105,1347943320
4516,3611,1348004119
4516,1346,1348020274
4516,1760,1348002854
4516,1745,1348010345
4516,2911,1348021165
4516,4341,1348002168
4516,674,1348001896
4516,1594,1348002545
4516,2110,1347937803
4516,2200,1348023939
4516,1901,1348021190
4516,4597,1348019795
4516,4206,1348026216
4516,1823,1347995970
4516,2922,1348007436
4516,3058,1348003204
4516,606,1348003463
4516,2373,1347966577
4516,383,1348003076
4516,2390,1348006162
4516,3894,1348008354
4516,1454,1347947482
4516,4644,1348018392
4516,2078,1348008811
4516,4289,1347938700
4516,1057,1348012989
4516,40,1348020854
4516,910,1348002445
4516,4328,1347944253
4516,2243,1348027418
4516,3835,1348002770
4516,1701,1348003020
4516,2079,1348002535
4516,1624,1348008666
4516,3605,1347995158
4516,4021,1348000549
4516,3139,1348019853
4516,1226,1347941326
4516,2426,1348003840
4516,249,1347997562
4516,4455,1347995179
4516,1914,1348016543
4516,1026,1348005350
419,3876,1347942971
419,2027,1348016757
419,2206,1347946006
419,2852,1348009075
419,1794,1348007735
419,1258,1347941817
419,4419,1348002745
419,98,1348013002
419,2202,1348009170
419,1219,1348027213
419,4459,1348030251
419,3543,1348002345
419,2764,1347980930
419,1732,1348005894
419,2985,1348008934
419,491,1348007895
419,536,1347942391
419,3399,1348001868
419,3755,1348010752
419,2153,1348010262
419,3128,1348011513
419,3476,1348003803
419,1604,1348002280
419,1065,1348012640
419,2524,1348018901
419,2596,1348004329
419,4242,1348009326
419,1083,1348009627
419,2078,1348009350
419,1595,1348021995
419,3234,1348005662
419,1127,1347943614
419,4142,1348008914
419,3170,1348002441
419,3617,1348008937
419,2729,1348010857
419,1624,1348017788
419,3442,1348004437
419,3837,1348008449
34,2713,1348040802
34,1258,1348040525
34,2454,1348023436
34,4118,1348041149
333,3499,1348007749
333,2374,1347979840
333,3848,1348006224
333,1496,1348008328
4131,1604,1347979865
4131,1547,1347962693
3796,1780,1348022653
3796,161,1348022933
3793,3205,1348008990
3793,1228,1348018464
3793,3618,1348033687
3793,1469,1348023336
3793,4510,1348009080
3793,2202,1348009415
3793,811,1347991631
3793,3919,1348049585
3793,4211,1348021378
3793,796,1348009728
3793,1264,1348017943
3793,1487,1348019828
3793,3741,1348009426
3793,1186,1348035287
3793,4544,1347946111
3793,3250,1348023329
3793,4416,1348006776
3793,1065,1348024383
3793,3696,1348018340
3793,2551,1348008382
3793,570,1348010302
3793,3203,1348006276
3793,4501,1348024952
3793,4336,1348030321
3793,412,1348030896
3793,1428,1347943373
3793,1928,1348021256
3793,72,1348022242
3793,473,1348046605
3793,2227,1348041109
3793,1996,1348022855
3793,739,1348031569
3793,1344,1348038242
3793,406,1347990951
3793,1807,1348018545
3793,813,1348007448
3793,2457,1348018399
3793,4185,1348031203
3793,1202,1348018546
3793,3762,1347990990
3793,898,1348010328
3793,1541,1347997676
3793,1240,1347936147
3793,1501,1348052528
3793,4217,1347961964
1261,752,1348009584
1261,2391,1348059881
4141,2646,1348025280
4141,1393,1347936096
4141,2458,1347940396
4141,3443,1348007534
4141,3811,1348031994
4141,2168,1347936864
4141,962,1348027603
4141,3481,1347936960
4141,454,1348026661
4141,4210,1347940583
4141,1534,1348025252
4141,4512,1348027805
4141,3411,1348027399
4141,4478,1348029644
221,4419,1348025931
221,3726,1347943448
221,4290,1348029096
860,2917,1348014914
860,3673,1348052202
2548,3133,1347962694
2548,3556,1347959545
2548,1790,1347959591
2548,1159,1347962376
2548,4644,1347999628
2548,3274,1347961996
2548,3570,1347959892
3614,2678,1348026343
3614,2708,1347997137
3614,170,1347999142
3512,790,1348010059
3512,2809,1347934499
3512,3205,1348017538
3512,1228,1348010482
3512,2927,1348002167
3512,129,1347935203
3512,2027,1347948951
3512,757,1348000531
3512,3095,1348003256
3512,4038,1347934577
3512,2444,1347998818
3512,3885,1348011702
3512,1907,1347978682
3512,2133,1347934818
3512,3133,1348021434
3512,4619,1347983860
3512,3878,1348000292
3512,1690,1348011064
3512,2598,1348017921
3512,3886,1348011367
3512,1919,1347945662
3512,3887,1348001972
3512,2344,1348005310
3512,2713,1347947008
3512,1227,1348002483
3512,828,1348005238
3512,421,1348000115
3512,3621,1347962268
3512,3884,1348002556
3512,1966,1347998892
3512,431,1348016729
3512,3267,1348011147
3512,3102,1348000808
3512,4628,1348000718
3512,2088,1348003148
3512,4567,1348004356
3512,4647,1348005507
3512,2757,1347994534
3512,3726,1347939315
3512,4211,1348002413
3512,236,1348000310
3512,3528,1347998243
3512,1293,1347940840
3512,1275,1348026804
3512,2627,1348023820
3512,766,1348002281
3512,1439,1348016836
3512,1837,1348031375
3512,1346,1347970331
3512,1314,1348000594
3512,3794,1347996556
3512,2926,1348004622
3512,940,1347999893
3512,271,1348003208
3512,2849,1347998880
3512,3378,1348026531
3512,443,1348002360
3512,2436,1348021769
3512,1385,1347999696
3512,4482,1348001015
3512,1653,1348012291
3512,674,1347998785
3512,3830,1348005539
3512,1604,1348001751
3512,1861,1347935160
3512,3068,1347999566
3512,745,1348015199
3512,1065,1347997925
3512,1564,1348004654
3512,3228,1348015326
3512,3832,1348005778
3512,1056,1347947848
3512,3643,1347964906
3512,2051,1347947548
3512,4076,1347953511
3512,4206,1348002942
3512,4110,1348020071
3512,800,1348000312
3512,853,1348000653
3512,4286,1347948359
3512,648,1348008579
3512,1902,1348019711
3512,2389,1348002596
3512,4446,1348018982
3512,4242,1348003150
3512,4312,1348008991
3512,485,1348016796
3512,480,1348011286
3512,3607,1347999037
3512,377,1348003292
3512,4088,1347974330
3512,204,1348003250
3512,3291,1348001332
3512,1550,1348013203
3512,1277,1348013796
3512,461,1347945918
3512,4319,1347999853
3512,1639,1348013575
3512,2557,1348004203
3512,3565,1348008187
3512,4353,1348004833
3512,856,1348022694
3512,4644,1348017494
3512,322,1348001553
3512,1800,1348004835
3512,1448,1348003260
3512,2078,1348008319
3512,919,1348002486
3512,4210,1347940629
3512,3749,1348017449
3512,3921,1348014949
3512,3974,1348006542
3512,3075,1348011667
3512,4547,1348012801
3512,2441,1348014188
3512,2223,1348013891
3512,4008,1347997779
3512,4462,1348007895
3512,2920,1348017529
3512,3485,1348010393
3512,192,1348030410
3512,4158,1348015419
3512,2931,1348009474
3512,2758,1348000191
3512,3785,1348010573
3512,471,1348012374
3512,3369,1348002076
3512,1607,1348016217
3512,2243,1348002452
3512,2529,1348008366
3512,3181,1347999771
3512,1667,1348005577
3512,115,1347994873
3512,1098,1348003515
3512,667,1347948393
3512,3389,1347999946
3512,2760,1347959649
3512,3122,1348017536
3512,3150,1348012445
3512,4282,1348000197
3512,2799,1347945819
3512,1818,1348013798
3512,3585,1348015495
3512,2337,1348003679
3512,2385,1347999736
3512,112,1348011494
3512,2414,1348002316
3512,1993,1348005422
3512,3442,1348006809
3512,4123,1348011878
3512,30,1348021816
3512,2303,1348000399
3512,2810,1347986509
3512,3838,1347993663
3512,1149,1348010837
3512,2429,1348010513
3512,3487,1348001410
3512,1617,1347942932
3512,2610,1348016817
3512,3837,1348008211
3512,2705,1348017165
3512,1226,1348014828
3512,1834,1348008395
3512,2422,1348018306
3512,1541,1347994424
3512,79,1348002941
3512,575,1348000552
3512,2862,1348003583
3512,2170,1348019728
3512,4157,1348013494
3512,1240,1348014817
3512,3356,1348014258
3512,1234,1348005694
3512,4558,1348008988
3512,3394,1347999071
3512,4640,1347999858
187,2027,1348016739
187,3133,1348021654
187,427,1348016333
187,3051,1348016295
187,4316,1348015035
187,1595,1348021582
187,1240,1348015357
2231,1831,1348027685
2231,2963,1348028812
2231,2649,1348028268
2231,4402,1348030119
2231,433,1348028318
2825,2139,1348024493
2825,1996,1348022745
2119,562,1348028654
1308,216,1347944485
582,3725,1348000598
582,3591,1348001770
582,812,1348001983
582,3519,1348001650
582,4158,1348009080
582,2116,1348005177
2018,4115,1348035991
2018,1583,1348010481
2018,394,1348031690
2018,2542,1348034768
2018,4316,1347981823
2018,1169,1347988135
2018,2830,1348032265
2018,2588,1347989770
2018,2287,1347987779
1027,1417,1348012245
4108,601,1347995493
2495,3278,1347973210
4277,1595,1348022307
2630,2506,1348001569
2630,287,1347992942
2630,745,1347995993
1904,351,1348025284
1904,3442,1348025063
1904,816,1348025817
2913,1509,1348019417
2066,4100,1348017091
2066,3567,1348055760
2066,3196,1348008619
2066,3774,1347980386
2066,1294,1348058728
2066,1919,1347989950
2066,198,1348022319
2066,1794,1347996727
2066,2088,1348003376
2066,769,1348048246
2066,1092,1348056724
2066,2665,1348061538
2066,215,1348020240
2066,1009,1347967397
2066,2187,1347941682
2066,3103,1348056279
2066,287,1347996704
2066,4087,1348006405
2066,2415,1347950116
2066,379,1347936357
2066,4513,1348032444
2066,1456,1348058058
2066,4004,1348056206
2066,4208,1347935047
2066,2257,1348002846
2066,3715,1347941598
2066,1047,1347946958
2066,4275,1348057413
2066,2550,1348017460
2066,4390,1348060025
2066,1936,1348055989
2066,2223,1348014039
2066,2003,1348035579
2066,788,1348016894
2066,2529,1347934239
2066,2386,1347977017
2066,4571,1347990007
2066,1058,1347940621
2066,2773,1347944564
2066,2622,1348007553
2066,2410,1348057916
2066,1771,1348016184
2066,4113,1347995945
2066,3517,1347979539
3439,3704,1348040422
3205,178,1348004001
2981,3353,1348016854
2986,2397,1348061256
202,3203,1347991797
2175,1192,1348023730
2175,4623,1347939488
2175,189,1347991457
627,1364,1348025117
627,4224,1348022306
422,1706,1347997753
2927,2328,1347945356
2927,2447,1348001423
2927,3451,1348007610
2927,3531,1347991308
2927,3886,1347980737
2927,233,1347944841
2927,2989,1348009491
2927,3556,1348036434
2927,3621,1347984829
2927,1722,1347998956
2927,2612,1348002287
2927,3725,1347983563
2927,4591,1347998806
2927,3998,1348028358
2927,394,1347984766
2927,4140,1347945232
2927,2001,1348000856
2927,271,1348005554
2927,1421,1348035634
2927,3168,1348037801
2927,3850,1347981414
2927,2450,1348024976
2927,4482,1348001118
2927,1337,1348012664
2927,4676,1347985225
2927,1196,1347988360
2927,4552,1348016816
2927,1134,1348026353
2927,625,1347943689
2927,702,1348002071
2927,3304,1348025389
2927,3203,1348017681
2927,4350,1348029023
2927,4488,1348035597
2927,2389,1348000000
2927,2006,1348025276
2927,2731,1348006059
2927,167,1348005726
2927,3353,1347998482
2927,4304,1347987932
2927,2891,1348001826
2927,3093,1348037989
2927,1422,1348008473
2927,1237,1347980135
2927,59,1348047311
2927,2218,1348024855
2927,2747,1348020355
2927,3170,1348001277
2927,4346,1348047028
2927,2732,1347980423
2927,4525,1348003845
2927,1931,1348002937
2927,3442,1348005472
2927,4039,1347994807
2927,918,1347997937
3620,3435,1347998332
4562,2169,1347997832
3866,245,1348037250
3866,1014,1348030713
3866,2653,1348034004
3866,1911,1348031523
3568,2444,1348003225
3568,3133,1348008392
3568,4167,1348007256
3568,2194,1348057338
3568,1258,1348040977
3568,4228,1348004982
3568,3273,1348039652
3568,3245,1347997680
3568,1487,1348027181
3568,2037,1348007431
3568,3278,1348061188
3568,1743,1348012640
3568,1990,1347985464
3568,1385,1347993499
3568,2178,1348026251
3568,2219,1348007577
3568,745,1348058856
3568,4175,1348010501
3568,3832,1348006708
3568,1840,1348043390
3568,1052,1348005665
3568,485,1348006178
3568,4233,1348061993
3568,4304,1348053642
3568,763,1347995046
3568,2227,1347964851
3568,2772,1347997680
3568,3453,1348033590
3568,532,1348047727
3568,837,1347984368
3568,294,1348060674
3568,2493,1348007643
3568,543,1348042083
3568,1075,1348058272
3568,1437,1348053632
3568,3327,1347938145
2284,4451,1347981873
2284,4238,1347950714
2284,3440,1347955935
2284,1944,1347950366
2284,1206,1347949436
2284,73,1347949526
3712,1324,1348024848
3712,2603,1348014947
3712,2428,1348015742
3712,1113,1347994786
3712,3212,1348007532
3712,4370,1348021533
3712,2768,1348012590
3712,600,1347954728
3712,597,1348015028
3712,4026,1347941928
3712,4400,1348014907
3712,2828,1347941259
3712,1977,1348010036
3712,3458,1347948936
3712,539,1348010341
2455,87,1348020433
2455,3884,1348022273
2455,3442,1348022523
3317,2432,1347947984
3843,2593,1348019807
3843,2248,1348028209
708,528,1348013765
708,4339,1348011351
708,3466,1348022826
708,1723,1348011734
708,2534,1348009484
708,2603,1348011413
708,2993,1347977163
708,3792,1348011590
708,2120,1347940780
708,3718,1347946001
708,2654,1348018189
708,3657,1347979591
708,2490,1347977446
708,2621,1347941058
708,3869,1348016434
708,1253,1348015724
708,481,1347939480
708,2812,1348027223
708,492,1347946002
708,1661,1348027026
708,329,1348015895
708,3941,1347965175
708,1898,1348020251
708,573,1348023200
708,157,1348024293
1871,3655,1347938782
1871,1334,1347938824
2465,3876,1348025580
2465,2118,1348038145
2465,4043,1348020782
3053,3821,1347965780
2156,4135,1347982331
3436,3098,1348029186
3436,621,1348028289
3436,3808,1348029703
3436,594,1348028824
528,4646,1348022848
528,1610,1348030181
528,2654,1348017550
528,1107,1348022390
528,704,1348017721
528,86,1347943267
528,2058,1348023444
528,4625,1347980093
528,2761,1348018998
528,3265,1348034955
528,1686,1348023668
528,4484,1347979519
528,2614,1348025275
528,2856,1348022854
528,3825,1348023917
528,1687,1348023536
528,4533,1348034925
528,2615,1348024087
528,561,1348027166
528,621,1348023167
528,2237,1348024112
528,3040,1348026940
528,2294,1348024413
528,3596,1348057613
528,3871,1348018875
528,1853,1348023288
528,3760,1348025393
528,1536,1348025841
528,389,1348030161
1762,1885,1347939495
661,4339,1348016790
661,86,1347984080
661,553,1347983963
661,3766,1348025665
661,2748,1347984687
661,2888,1348023826
661,393,1348016922
661,214,1347989261
661,1276,1347987420
661,2826,1348028984
3876,1114,1348030544
3876,2976,1348027251
3876,3894,1348027550
3876,3449,1348027247
226,2786,1348026504
851,4516,1348001713
851,542,1347986965
851,2027,1348016921
851,2806,1348017188
851,280,1348002583
851,4337,1348001522
851,109,1347998254
851,3704,1348061294
851,3442,1348003574
851,2426,1348002405
2929,2246,1348006037
