beta,n_1,s_1,s_2,group,stable
15.0,6,0.151,0.046,2.0,False
15.0,7,0.125,0.125,1.0,False
15.0,7,0.135,0.052,2.0,False
15.0,8,0.125,0.125,1.0,False
15.0,9,0.125,0.125,1.0,False
15.200000000000001,1,0.125,0.125,1.0,False
15.200000000000001,1,0.869,0.019,2.0,True
15.200000000000001,2,0.125,0.125,1.0,False
15.200000000000001,2,0.442,0.019,2.0,False
15.200000000000001,3,0.125,0.125,1.0,False
15.200000000000001,3,0.295,0.023,2.0,False
15.200000000000001,4,0.125,0.125,1.0,False
15.200000000000001,4,0.22,0.03,2.0,False
15.200000000000001,5,0.125,0.125,1.0,False
15.200000000000001,5,0.177,0.038,2.0,False
15.200000000000001,6,0.125,0.125,1.0,False
15.200000000000001,6,0.152,0.045,2.0,False
15.200000000000001,7,0.125,0.125,1.0,False
15.200000000000001,7,0.136,0.051,2.0,False
15.200000000000001,8,0.125,0.125,1.0,False
15.200000000000001,9,0.125,0.125,1.0,False
15.4,1,0.125,0.125,1.0,False
15.4,1,0.869,0.019,2.0,True
15.4,2,0.125,0.125,1.0,False
15.4,2,0.442,0.019,2.0,False
15.4,3,0.125,0.125,1.0,False
15.4,3,0.295,0.023,2.0,False
15.4,4,0.125,0.125,1.0,False
15.4,4,0.221,0.029,2.0,False
15.4,5,0.125,0.125,1.0,False
15.4,5,0.178,0.037,2.0,False
15.4,6,0.125,0.125,1.0,False
15.4,6,0.152,0.044,2.0,False
15.4,7,0.125,0.125,1.0,False
15.4,7,0.136,0.05,2.0,False
15.4,8,0.125,0.125,1.0,False
15.4,9,0.125,0.125,1.0,False
15.600000000000001,1,0.125,0.125,1.0,False
15.600000000000001,1,0.869,0.019,2.0,True
15.600000000000001,2,0.125,0.125,1.0,False
15.600000000000001,2,0.442,0.019,2.0,False
15.600000000000001,3,0.125,0.125,1.0,False
15.600000000000001,3,0.296,0.023,2.0,False
15.600000000000001,4,0.125,0.125,1.0,False
15.600000000000001,4,0.221,0.029,2.0,False
15.600000000000001,5,0.125,0.125,1.0,False
15.600000000000001,5,0.178,0.036,2.0,False
15.600000000000001,6,0.125,0.125,1.0,False
15.600000000000001,6,0.152,0.043,2.0,False
15.600000000000001,7,0.125,0.125,1.0,False
15.600000000000001,7,0.136,0.049,2.0,False
15.600000000000001,8,0.125,0.125,1.0,False
15.600000000000001,9,0.125,0.125,1.0,False
15.8,1,0.125,0.125,1.0,False
15.8,1,0.869,0.019,2.0,True
15.8,2,0.125,0.125,1.0,False
15.8,2,0.442,0.019,2.0,False
15.8,3,0.125,0.125,1.0,False
15.8,3,0.296,0.022,2.0,False
15.8,4,0.125,0.125,1.0,False
15.8,4,0.222,0.028,2.0,False
15.8,5,0.125,0.125,1.0,False
15.8,5,0.179,0.035,2.0,False
15.8,6,0.125,0.125,1.0,False
15.8,6,0.153,0.042,2.0,False
15.8,7,0.125,0.125,1.0,False
15.8,7,0.136,0.048,2.0,False
15.8,8,0.125,0.125,1.0,False
15.8,9,0.125,0.125,1.0,False
16.0,1,0.125,0.125,1.0,False
16.0,1,0.869,0.019,2.0,True
16.0,2,0.125,0.125,1.0,False
16.0,2,0.442,0.019,2.0,False
16.0,3,0.125,0.125,1.0,False
16.0,3,0.296,0.022,2.0,False
16.0,4,0.125,0.125,1.0,False
16.0,4,0.222,0.028,2.0,False
16.0,5,0.125,0.125,1.0,False
16.0,5,0.179,0.035,2.0,False
16.0,6,0.125,0.125,1.0,False
16.0,6,0.153,0.041,2.0,False
16.0,7,0.125,0.125,1.0,False
16.0,7,0.136,0.047,2.0,False
16.0,8,0.125,0.125,1.0,False
16.0,9,0.125,0.125,1.0,False
16.2,1,0.125,0.125,1.0,False
16.2,1,0.869,0.019,2.0,True
16.2,2,0.125,0.125,1.0,False
16.2,2,0.442,0.019,2.0,False
16.2,3,0.125,0.125,1.0,False
16.2,3,0.297,0.022,2.0,False
16.2,4,0.125,0.125,1.0,False
16.2,4,0.223,0.027,2.0,False
16.2,5,0.125,0.125,1.0,False
16.2,5,0.18,0.034,2.0,False
16.2,6,0.125,0.125,1.0,False
16.2,6,0.153,0.04,2.0,False
16.2,7,0.125,0.125,1.0,False
16.2,7,0.136,0.046,2.0,False
16.2,8,0.125,0.125,1.0,False
16.2,9,0.125,0.125,1.0,False
16.400000000000002,1,0.125,0.125,1.0,False
16.400000000000002,1,0.869,0.019,2.0,True
16.400000000000002,2,0.125,0.125,1.0,False
16.400000000000002,2,0.443,0.019,2.0,False
16.400000000000002,3,0.125,0.125,1.0,False
16.400000000000002,3,0.297,0.022,2.0,False
16.400000000000002,4,0.125,0.125,1.0,False
16.400000000000002,4,0.223,0.027,2.0,False
16.400000000000002,5,0.125,0.125,1.0,False
16.400000000000002,5,0.18,0.033,2.0,False
16.400000000000002,6,0.125,0.125,1.0,False
16.400000000000002,6,0.153,0.04,2.0,False
16.400000000000002,7,0.125,0.125,1.0,False
16.400000000000002,7,0.136,0.045,2.0,False
16.400000000000002,8,0.125,0.125,1.0,False
16.400000000000002,9,0.125,0.125,1.0,False
16.6,1,0.125,0.125,1.0,False
16.6,1,0.869,0.019,2.0,True
16.6,2,0.125,0.125,1.0,False
16.6,2,0.443,0.019,2.0,False
16.6,3,0.125,0.125,1.0,False
16.6,3,0.297,0.022,2.0,False
16.6,4,0.125,0.125,1.0,False
16.6,4,0.223,0.027,2.0,False
16.6,5,0.125,0.125,1.0,False
16.6,5,0.18,0.033,2.0,False
16.6,6,0.125,0.125,1.0,False
16.6,6,0.154,0.039,2.0,False
16.6,7,0.125,0.125,1.0,False
16.6,7,0.137,0.044,2.0,False
16.6,8,0.125,0.125,1.0,False
16.6,9,0.125,0.125,1.0,False
16.8,1,0.125,0.125,1.0,False
16.8,1,0.869,0.019,2.0,True
16.8,2,0.125,0.125,1.0,False
16.8,2,0.443,0.019,2.0,False
16.8,3,0.125,0.125,1.0,False
16.8,3,0.298,0.021,2.0,False
16.8,4,0.125,0.125,1.0,False
16.8,4,0.224,0.026,2.0,False
16.8,5,0.125,0.125,1.0,False
16.8,5,0.181,0.032,2.0,False
16.8,6,0.125,0.125,1.0,False
16.8,6,0.154,0.038,2.0,False
16.8,7,0.125,0.125,1.0,False
16.8,7,0.137,0.043,2.0,False
16.8,8,0.125,0.125,1.0,False
16.8,9,0.125,0.125,1.0,False
17.0,1,0.125,0.125,1.0,False
17.0,1,0.869,0.019,2.0,True
17.0,2,0.125,0.125,1.0,False
17.0,2,0.443,0.019,2.0,False
17.0,3,0.125,0.125,1.0,False
17.0,3,0.298,0.021,2.0,False
17.0,4,0.125,0.125,1.0,False
17.0,4,0.224,0.026,2.0,False
17.0,5,0.125,0.125,1.0,False
17.0,5,0.181,0.032,2.0,False
17.0,6,0.125,0.125,1.0,False
17.0,6,0.154,0.037,2.0,False
17.0,7,0.125,0.125,1.0,False
17.0,7,0.137,0.043,2.0,False
17.0,8,0.125,0.125,1.0,False
17.0,9,0.125,0.125,1.0,False
17.2,1,0.125,0.125,1.0,False
17.2,1,0.869,0.019,2.0,True
17.2,2,0.125,0.125,1.0,False
17.2,2,0.443,0.019,2.0,False
17.2,3,0.125,0.125,1.0,False
17.2,3,0.298,0.021,2.0,False
17.2,4,0.125,0.125,1.0,False
17.2,4,0.225,0.025,2.0,False
17.2,5,0.125,0.125,1.0,False
17.2,5,0.181,0.031,2.0,False
17.2,6,0.125,0.125,1.0,False
17.2,6,0.154,0.037,2.0,False
17.2,7,0.125,0.125,1.0,False
17.2,7,0.137,0.042,2.0,False
17.2,8,0.125,0.125,1.0,False
17.2,9,0.125,0.125,1.0,False
17.400000000000002,1,0.125,0.125,1.0,False
17.400000000000002,1,0.869,0.019,2.0,True
17.400000000000002,2,0.125,0.125,1.0,False
17.400000000000002,2,0.443,0.019,2.0,False
17.400000000000002,3,0.125,0.125,1.0,False
17.400000000000002,3,0.298,0.021,2.0,False
17.400000000000002,4,0.125,0.125,1.0,False
17.400000000000002,4,0.225,0.025,2.0,False
17.400000000000002,5,0.125,0.125,1.0,False
17.400000000000002,5,0.182,0.03,2.0,False
17.400000000000002,6,0.125,0.125,1.0,False
17.400000000000002,6,0.155,0.036,2.0,False
17.400000000000002,7,0.125,0.125,1.0,False
17.400000000000002,7,0.137,0.041,2.0,False
17.400000000000002,8,0.125,0.125,1.0,False
17.400000000000002,9,0.125,0.125,1.0,False
17.6,1,0.125,0.125,1.0,False
17.6,1,0.869,0.019,2.0,True
17.6,2,0.125,0.125,1.0,False
17.6,2,0.443,0.019,2.0,False
17.6,3,0.125,0.125,1.0,False
17.6,3,0.299,0.021,2.0,False
17.6,4,0.125,0.125,1.0,False
17.6,4,0.225,0.025,2.0,False
17.6,5,0.125,0.125,1.0,False
17.6,5,0.182,0.03,2.0,False
17.6,6,0.125,0.125,1.0,False
17.6,6,0.155,0.035,2.0,False
17.6,7,0.125,0.125,1.0,False
17.6,7,0.137,0.04,2.0,False
17.6,8,0.125,0.125,1.0,False
17.6,9,0.125,0.125,1.0,False
17.8,1,0.125,0.125,1.0,False
17.8,1,0.869,0.019,2.0,True
17.8,2,0.125,0.125,1.0,False
17.8,2,0.443,0.019,2.0,False
17.8,3,0.125,0.125,1.0,False
17.8,3,0.299,0.021,2.0,False
17.8,4,0.125,0.125,1.0,False
17.8,4,0.225,0.025,2.0,False
17.8,5,0.125,0.125,1.0,False
17.8,5,0.182,0.03,2.0,False
17.8,6,0.125,0.125,1.0,False
17.8,6,0.155,0.035,2.0,False
17.8,7,0.125,0.125,1.0,False
17.8,7,0.137,0.04,2.0,False
17.8,8,0.125,0.125,1.0,False
17.8,9,0.125,0.125,1.0,False
18.0,1,0.125,0.125,1.0,False
18.0,1,0.869,0.019,2.0,True
18.0,2,0.125,0.125,1.0,False
18.0,2,0.443,0.019,2.0,False
18.0,3,0.125,0.125,1.0,False
18.0,3,0.299,0.021,2.0,False
18.0,4,0.125,0.125,1.0,False
18.0,4,0.226,0.024,2.0,False
18.0,5,0.125,0.125,1.0,False
18.0,5,0.183,0.029,2.0,False
18.0,6,0.125,0.125,1.0,False
18.0,6,0.155,0.034,2.0,False
18.0,7,0.125,0.125,1.0,False
18.0,7,0.137,0.039,2.0,False
18.0,8,0.125,0.125,1.0,False
18.0,9,0.125,0.125,1.0,False
18.2,1,0.125,0.125,1.0,False
18.2,1,0.869,0.019,2.0,True
18.2,2,0.125,0.125,1.0,False
18.2,2,0.443,0.019,2.0,False
18.2,3,0.125,0.125,1.0,False
18.2,3,0.299,0.021,2.0,False
18.2,4,0.125,0.125,1.0,False
18.2,4,0.226,0.024,2.0,False
18.2,5,0.125,0.125,1.0,False
18.2,5,0.183,0.029,2.0,False
18.2,6,0.125,0.125,1.0,False
18.2,6,0.155,0.034,2.0,False
18.2,7,0.125,0.125,1.0,False
18.2,7,0.137,0.038,2.0,False
18.2,8,0.125,0.125,1.0,False
18.2,9,0.125,0.125,1.0,False
18.400000000000002,1,0.125,0.125,1.0,False
18.400000000000002,1,0.869,0.019,2.0,True
18.400000000000002,2,0.125,0.125,1.0,False
18.400000000000002,2,0.443,0.019,2.0,False
18.400000000000002,3,0.125,0.125,1.0,False
18.400000000000002,3,0.299,0.02,2.0,False
18.400000000000002,4,0.125,0.125,1.0,False
18.400000000000002,4,0.226,0.024,2.0,False
18.400000000000002,5,0.125,0.125,1.0,False
18.400000000000002,5,0.183,0.028,2.0,False
18.400000000000002,6,0.125,0.125,1.0,False
18.400000000000002,6,0.156,0.033,2.0,False
18.400000000000002,7,0.125,0.125,1.0,False
18.400000000000002,7,0.137,0.038,2.0,False
18.400000000000002,8,0.125,0.125,1.0,False
18.400000000000002,9,0.125,0.125,1.0,False
18.6,1,0.125,0.125,1.0,False
18.6,1,0.869,0.019,2.0,True
18.6,2,0.125,0.125,1.0,False
18.6,2,0.443,0.019,2.0,False
18.6,3,0.125,0.125,1.0,False
18.6,3,0.299,0.02,2.0,False
18.6,4,0.125,0.125,1.0,False
18.6,4,0.226,0.024,2.0,False
18.6,5,0.125,0.125,1.0,False
18.6,5,0.183,0.028,2.0,False
18.6,6,0.125,0.125,1.0,False
18.6,6,0.156,0.033,2.0,False
18.6,7,0.125,0.125,1.0,False
18.6,7,0.138,0.037,2.0,False
18.6,8,0.125,0.125,1.0,False
18.6,9,0.125,0.125,1.0,False
18.8,1,0.125,0.125,1.0,False
18.8,1,0.869,0.019,2.0,True
18.8,2,0.125,0.125,1.0,False
18.8,2,0.443,0.019,2.0,False
18.8,3,0.125,0.125,1.0,False
18.8,3,0.3,0.02,2.0,False
18.8,4,0.125,0.125,1.0,False
18.8,4,0.227,0.023,2.0,False
18.8,5,0.125,0.125,1.0,False
18.8,5,0.183,0.028,2.0,False
18.8,6,0.125,0.125,1.0,False
18.8,6,0.156,0.032,2.0,False
18.8,7,0.125,0.125,1.0,False
18.8,7,0.138,0.037,2.0,False
18.8,8,0.125,0.125,1.0,False
18.8,9,0.125,0.125,1.0,False
19.0,1,0.125,0.125,1.0,False
19.0,1,0.869,0.019,2.0,True
19.0,2,0.125,0.125,1.0,False
19.0,2,0.443,0.019,2.0,False
19.0,3,0.125,0.125,1.0,False
19.0,3,0.3,0.02,2.0,False
19.0,4,0.125,0.125,1.0,False
19.0,4,0.227,0.023,2.0,False
19.0,5,0.125,0.125,1.0,False
19.0,5,0.184,0.027,2.0,False
19.0,6,0.125,0.125,1.0,False
19.0,6,0.156,0.032,2.0,False
19.0,7,0.125,0.125,1.0,False
19.0,7,0.138,0.036,2.0,False
19.0,8,0.125,0.125,1.0,False
19.0,9,0.125,0.125,1.0,False
19.200000000000003,1,0.125,0.125,1.0,False
19.200000000000003,1,0.869,0.019,2.0,True
19.200000000000003,2,0.125,0.125,1.0,False
19.200000000000003,2,0.443,0.019,2.0,False
19.200000000000003,3,0.125,0.125,1.0,False
19.200000000000003,3,0.3,0.02,2.0,False
19.200000000000003,4,0.125,0.125,1.0,False
19.200000000000003,4,0.227,0.023,2.0,False
19.200000000000003,5,0.125,0.125,1.0,False
19.200000000000003,5,0.184,0.027,2.0,False
19.200000000000003,6,0.125,0.125,1.0,False
19.200000000000003,6,0.156,0.031,2.0,False
19.200000000000003,7,0.125,0.125,1.0,False
19.200000000000003,7,0.138,0.035,2.0,False
19.200000000000003,8,0.125,0.125,1.0,False
19.200000000000003,9,0.125,0.125,1.0,False
19.400000000000002,1,0.125,0.125,1.0,False
19.400000000000002,1,0.869,0.019,2.0,True
19.400000000000002,2,0.125,0.125,1.0,False
19.400000000000002,2,0.443,0.019,2.0,False
19.400000000000002,3,0.125,0.125,1.0,False
19.400000000000002,3,0.3,0.02,2.0,False
19.400000000000002,4,0.125,0.125,1.0,False
19.400000000000002,4,0.227,0.023,2.0,False
19.400000000000002,5,0.125,0.125,1.0,False
19.400000000000002,5,0.184,0.027,2.0,False
19.400000000000002,6,0.125,0.125,1.0,False
19.400000000000002,6,0.156,0.031,2.0,False
19.400000000000002,7,0.125,0.125,1.0,False
19.400000000000002,7,0.138,0.035,2.0,False
19.400000000000002,8,0.125,0.125,1.0,False
19.400000000000002,9,0.125,0.125,1.0,False
19.6,1,0.125,0.125,1.0,False
19.6,1,0.869,0.019,2.0,True
19.6,2,0.125,0.125,1.0,False
19.6,2,0.443,0.019,2.0,False
19.6,3,0.125,0.125,1.0,False
19.6,3,0.3,0.02,2.0,False
19.6,4,0.125,0.125,1.0,False
19.6,4,0.227,0.023,2.0,False
19.6,5,0.125,0.125,1.0,False
19.6,5,0.184,0.026,2.0,False
19.6,6,0.125,0.125,1.0,False
19.6,6,0.157,0.03,2.0,False
19.6,7,0.125,0.125,1.0,False
19.6,7,0.138,0.034,2.0,False
19.6,8,0.125,0.125,1.0,False
19.6,9,0.125,0.125,1.0,False
19.8,1,0.125,0.125,1.0,False
19.8,1,0.869,0.019,2.0,True
19.8,2,0.125,0.125,1.0,False
19.8,2,0.443,0.019,2.0,False
19.8,3,0.125,0.125,1.0,False
19.8,3,0.3,0.02,2.0,False
19.8,4,0.125,0.125,1.0,False
19.8,4,0.228,0.022,2.0,False
19.8,5,0.125,0.125,1.0,False
19.8,5,0.184,0.026,2.0,False
19.8,6,0.125,0.125,1.0,False
19.8,6,0.157,0.03,2.0,False
19.8,7,0.125,0.125,1.0,False
19.8,7,0.138,0.034,2.0,False
19.8,8,0.125,0.125,1.0,False
19.8,9,0.125,0.125,1.0,False
20.0,1,0.125,0.125,1.0,False
20.0,1,0.869,0.019,2.0,True
20.0,2,0.125,0.125,1.0,False
20.0,2,0.443,0.019,2.0,False
20.0,3,0.125,0.125,1.0,False
20.0,3,0.3,0.02,2.0,False
20.0,4,0.125,0.125,1.0,False
20.0,4,0.228,0.022,2.0,False
20.0,5,0.125,0.125,1.0,False
20.0,5,0.185,0.026,2.0,False
20.0,6,0.125,0.125,1.0,False
20.0,6,0.157,0.03,2.0,False
20.0,7,0.125,0.125,1.0,False
20.0,7,0.138,0.033,2.0,False
20.0,8,0.125,0.125,1.0,False
20.0,9,0.125,0.125,1.0,False
